//인첸트스크립트_all		//조합코드:index값							아이템참조		7245마야보석1레벨_Drop						조합 비용												
//최종수정자:정동일		//아이템종류:0:무기1:방어구							4201필미스톤		7246마야보석2레벨						1~6 100%가 1:1												
//Version	0.0.0.9	//최소아이템레벨:인첸트가일어나는최소아이템레벨(아이템스크립트LV파라미터값비교)							4202오버미스톤		7247마야보석3레벨						7인챈 이상은 50%가 1:1												
//작성일	오후 4:51 2009-02-13	//최대아이템레벨:인첸트가일어나는최대아이템레벨(아이템스크립트LV파라미터값비교)							4203스트렝스스톤		7248마야보석4레벨_Cash																		
//									4701프로텍션크리스탈		7249마야금속1레벨_Drop																		
//									4702샤이닝크리스탈		7250마야금속2레벨																		
//									4204메가미스톤		7251마야금속3레벨																		
//									4703유니크리스탈		7252마야금속4레벨_Cash					//테스트를 위한 가 데이터										//현재 인챈트 착용 요구치 공식 : INT(인챈트 급수 / ( 3 - (아이템 레벨 / 6 ) ) + 1 )			
//																	"//(100%조합*상수 값)으로 계산하며, 소수점 첫 째 자리에서 반올림한 정수 값으로 출력."									사용여부			
//					  MONEY EnchantFare = (rTargetSlot.GetPriceForBuy()*rTargetSlot.GetItemInfo()->m_LV)												//소수점 3째 자리까지 입력 가능(ex. 0.001)									0. 사용안함			
//																										1. 사용함			
//1.1																													
//추가 버전															816		816						816			816			
//설명	조합코드	아이템종류	아이템레벨	인첸트등급	인첸트재료1	인첸트재료1개수	인첸트재료2	인첸트재료2개수	인첸트재료3	인첸트재료3개수	인첸트재료4	인첸트재료4개수	인첸트재료5	인첸트재료5개수	100%재료	필요하임배율	75%재료	필요하임배율	50%재료	필요하임배율	25%재료	필요하임배율	사용여부	다운확률	다운레벨	사용여부	착용요구치상승폭		
	bCode	bItemType	bItemLV	bEnchant	wMaterial1	wMaterial1Num	wMaterial2	wMaterial2Num	wMaterial3	wMaterial3Num	wMaterial4	wMaterial4Num	wMaterial5	wMaterial5Num	HaimFare1	MaterialFare1	HaimFare2	MaterialFare2	HaimFare3	MaterialFare3	HaimFare4	MaterialFare4	bDownGrade	byDownPer	byDownLV	bLimitRatio	dLimitRatio	FieldEnd	
	607	0	9	11	4201	16	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	608	0	9	12	4201	32	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	609	0	10	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	610	0	10	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	611	0	10	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	612	0	10	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	613	0	10	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	614	0	10	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	615	0	10	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	616	0	10	8	4201	2	4701	2	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	617	0	10	9	4201	4	4701	4	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	618	0	10	10	4201	8	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	619	0	10	11	4201	16	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	620	0	10	12	4201	32	4701	32	4702	32	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	621	0	21	1	4204	2	0	0	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+1인첸트할때필요재료
	622	0	21	2	4204	2	0	0	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+2인첸트할때필요재료
	623	0	21	3	4204	2	0	0	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+3인첸트할때필요재료
	624	0	21	4	4204	2	0	0	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	1		//+4인첸트할때필요재료
	625	0	21	5	4204	2	0	0	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.67		//+5인첸트할때필요재료
	626	0	21	6	4204	2	0	0	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.75		//+6인첸트할때필요재료
	627	0	21	7	4204	4	4202	4	4701	4	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.6		//+7인첸트할때필요재료
	628	0	21	8	4204	8	4202	8	4701	8	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.4		//+8인첸트할때필요재료
	629	0	21	9	4204	16	4202	16	4701	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	0.2		//+9인첸트할때필요재료
	630	0	21	10	4204	32	4202	32	4701	32	4702	32	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		//+10인첸트할때필요재료
	631	0	21	11	4204	64	4202	64	4701	64	4702	64	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		//+11인첸트할때필요재료
	632	0	21	12	4204	128	4202	128	4701	128	4702	128	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		//+12인첸트할때필요재료
	633	0	25	1	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+1인첸트할때필요재료
	634	0	25	2	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+2인첸트할때필요재료
	635	0	25	3	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+3인첸트할때필요재료
	636	0	25	4	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+4인첸트할때필요재료
	637	0	25	5	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.67		//+5인첸트할때필요재료
	638	0	25	6	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.75		//+6인첸트할때필요재료
	639	0	25	7	7283	2	4204	2	4701	4	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.6		//+7인첸트할때필요재료
	640	0	25	8	7283	4	4204	4	4701	8	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.4		//+8인첸트할때필요재료
	641	0	25	9	7283	8	4204	8	4701	16	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.2		//+9인첸트할때필요재료
	642	0	25	10	7283	16	4204	16	4701	32	4702	32	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.3		//+10인첸트할때필요재료
	643	0	25	11	7283	32	4204	32	4701	64	4702	64	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.5		//+11인첸트할때필요재료
	644	0	25	12	7283	64	4204	64	4701	128	4702	128	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.9		//+12인첸트할때필요재료
	645	0	26	1	4205	3	7283	3	4204	3	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+1인첸트할때필요재료
	646	0	26	2	4205	3	7283	3	4204	3	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+2인첸트할때필요재료
	647	0	26	3	4205	3	7283	3	4204	3	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+3인첸트할때필요재료
	648	0	26	4	4205	3	7283	3	4204	3	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+4인첸트할때필요재료
	649	0	26	5	4205	3	7283	3	4204	3	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.67		//+5인첸트할때필요재료
	650	0	26	6	4205	3	7283	3	4204	3	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.75		//+6인첸트할때필요재료
	651	0	26	7	4205	6	7283	6	4204	6	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.6		//+7인첸트할때필요재료
	652	0	26	8	4205	16	7283	16	4204	16	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.4		//+8인첸트할때필요재료
	653	0	26	9	4205	32	7283	32	4204	32	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.2		//+9인첸트할때필요재료
	654	0	26	10	4205	64	7283	64	4204	64	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.3		//+10인첸트할때필요재료
	655	0	26	11	4205	128	7283	128	4204	128	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.5		//+11인첸트할때필요재료
	656	0	26	12	4205	255	7283	255	4204	255	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.9		//+12인첸트할때필요재료
	657	0	22	1	4204	2	7283	1	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+1인첸트할때필요재료
	658	0	22	2	4204	2	7283	1	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+2인첸트할때필요재료
	659	0	22	3	4204	2	7283	1	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+3인첸트할때필요재료
	660	0	22	4	4204	2	7283	1	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	1		//+4인첸트할때필요재료
	661	0	22	5	4204	2	7283	1	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.67		//+5인첸트할때필요재료
	662	0	22	6	4204	2	7283	1	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.75		//+6인첸트할때필요재료
	663	0	22	7	4204	4	4201	4	4701	4	7283	2	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.6		//+7인첸트할때필요재료
	664	0	22	8	4204	8	4201	8	4701	8	7283	2	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.4		//+8인첸트할때필요재료
	665	0	22	9	4204	16	4201	16	4701	16	7283	2	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	0.2		//+9인첸트할때필요재료
	666	0	22	10	4204	32	4201	32	4701	32	4702	32	7283	4	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		//+10인첸트할때필요재료
	667	0	22	11	4204	64	4201	64	4701	64	4702	64	7283	4	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		//+11인첸트할때필요재료
	668	0	22	12	4204	128	4201	128	4701	128	4702	128	7283	4	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		//+12인첸트할때필요재료
//리미티드 아이템 인챈트 그룹_방어구																													
	701	1	1	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	702	1	1	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	703	1	1	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	704	1	1	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	705	1	1	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	706	1	1	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	707	1	1	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	708	1	1	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	709	1	1	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	710	1	1	10	4201	8	4701	1	4702	1	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	711	1	1	11	4201	16	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	712	1	1	12	4201	32	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	713	1	2	1	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	714	1	2	2	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	715	1	2	3	4201	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	716	1	2	4	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	717	1	2	5	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	718	1	2	6	4201	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	719	1	2	7	4201	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	720	1	2	8	4201	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	721	1	2	9	4201	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	722	1	2	10	4201	8	4701	1	4702	1	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	723	1	2	11	4201	16	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	724	1	2	12	4201	32	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	725	1	3	1	4202	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	726	1	3	2	4202	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	727	1	3	3	4202	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	728	1	3	4	4202	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	729	1	3	5	4202	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	730	1	3	6	4202	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	731	1	3	7	4202	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	732	1	3	8	4202	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	733	1	3	9	4202	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	734	1	3	10	4202	8	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	735	1	3	11	4202	16	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	736	1	3	12	4202	32	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	737	1	4	1	4202	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	738	1	4	2	4202	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	739	1	4	3	4202	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	740	1	4	4	4202	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	741	1	4	5	4202	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	742	1	4	6	4202	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	743	1	4	7	4202	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	744	1	4	8	4202	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	745	1	4	9	4202	4	4701	1	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	746	1	4	10	4202	8	4701	2	4702	2	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	747	1	4	11	4202	16	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	748	1	4	12	4202	32	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	749	1	5	1	4203	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	750	1	5	2	4203	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	751	1	5	3	4203	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	752	1	5	4	4203	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	753	1	5	5	4203	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	754	1	5	6	4203	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	755	1	5	7	4203	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	756	1	5	8	4203	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	757	1	5	9	4203	4	4701	2	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	758	1	5	10	4203	8	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	759	1	5	11	4203	16	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	760	1	5	12	4203	32	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	761	1	6	1	4203	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	762	1	6	2	4203	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	763	1	6	3	4203	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	764	1	6	4	4203	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	765	1	6	5	4203	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	766	1	6	6	4203	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	767	1	6	7	4203	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	768	1	6	8	4203	2	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	769	1	6	9	4203	4	4701	2	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	770	1	6	10	4203	8	4701	4	4702	4	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	771	1	6	11	4203	16	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	772	1	6	12	4203	32	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	773	1	7	1	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	774	1	7	2	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	775	1	7	3	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	776	1	7	4	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	777	1	7	5	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	778	1	7	6	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	779	1	7	7	4204	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	780	1	7	8	4204	2	4701	2	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	781	1	7	9	4204	4	4701	4	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	782	1	7	10	4204	8	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	783	1	7	11	4204	16	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	784	1	7	12	4204	32	4701	32	4702	32	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	785	1	8	1	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	786	1	8	2	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	787	1	8	3	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	788	1	8	4	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	789	1	8	5	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	790	1	8	6	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	791	1	8	7	4204	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	792	1	8	8	4204	2	4701	2	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	793	1	8	9	4204	4	4701	4	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	794	1	8	10	4204	8	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	795	1	8	11	4204	16	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	796	1	8	12	4204	32	4701	32	4702	32	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
