//최종수정자:김태현		행	13	1120					//	헌팅은몬스터타입1			///5분확률:0.025																																																																																																																																																																																																																																																		
//	최초작성일2005년4월42일	열	1	28					//	필드는몬스터타입2			//리젠타임		12000																																																																																																																																																																																																																																																
//	최종수정일:	2009-05-28																																																																																																																																																																																																																																																													
//Version	0.0.0.1																																																																																																																																																																																																																																																														
//		필드시작/끝	710	4220																																																																																																																																																																																																																																																											
//																																																																																																																																																																																																																																																															
//																																																																																																																																																																																																																																																															
//	//몬스터스프레딩스크립트																																																																																																																																																																																																																																																														
//					//좌표계번호가9900인경우해당맵에서랜덤하게등장하는몬스터이다.																			*파라미터추가!!!!!여기부터~																																																																																																																																																																																																																																							
//	//번호	필드의설명	맵번호	세부맵번호	좌표계번호	배치몬스터타입	리젠우선순위	영역속성	리젠타임	리젠확률	그룹ID1	그룹ID2	그룹ID3	몬스터1코드	몬스터당최대	몬스터2코드	몬스터당최대	몬스터3코드	몬스터당최대	몬스터4코드	몬스터당최대	몬스터5코드	몬스터당최대	몬스터6코드	몬스터당최대	몬스터7코드	몬스터당최대																																																																																																																																																																																																																																				
	Num	Desc	Mapcode	FieldIndex	LocationID	MonType	bAllRegen	byMoveAttitude	dRegenTime	fRegenRate	GroupID1	GroupID2	GroupID3	MonCode1	MaxRegenLimit1	MonCode2	MaxRegenLimit2	MonCode3	MaxRegenLimit3	MonCode4	MaxRegenLimit4	MonCode5	MaxRegenLimit5	MonCode6	MaxRegenLimit6	MonCode7	MaxRegenLimit7	FieldEnd																																																																																																																																																																																																																																			
//	10819 	지하수로D	20105	20105	3045	2	0	2	300000	1	0	0	0	1457	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10820 	지하수로D	20105	20105	3046	2	0	2	300000	1	0	0	0	1457	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10821 	지하수로D	20105	20105	3047	2	0	2	300000	1	0	0	0	1456	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10822 	지하수로D	20105	20105	3048	2	0	2	300000	1	0	0	0	1456	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10823 	지하수로D	20105	20105	3049	2	0	2	300000	1	0	0	0	1456	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10824 	지하수로D	20105	20105	3050	2	0	2	300000	1	0	0	0	1456	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10825 	지하수로D	20105	20105	3051	2	0	2	300000	1	0	0	0	1456	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10826 	지하수로D	20105	20105	3052	2	0	2	300000	1	0	0	0	1456	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10827 	필드레이드(죽음의주술사)	20105	20105	5101	2	0	2	9000000	1	0	0	0	2161	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10828 	필드레이드(어둠의감시자)	20105	20105	5102	2	0	2	7800000	1	0	0	0	2162	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10829 	필드레이드(어둠의감시자)	20105	20105	5103	2	0	2	7800000	1	0	0	0	2162	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10830 	지하수로D(AC오염된쥐)	20105	20105	7777	2	0	2	7200000	1	0	0	0	2006	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10831 	지하수로E이다																																																																																																																																																																																																																																																													
//	10832 	지하수로E	20106	20106	4001	2	0	2	240000	1	0	0	0	7113	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10833 	지하수로E	20106	20106	4002	2	0	2	180000	1	0	0	0	109	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10834 	지하수로E	20106	20106	4003	2	0	2	180000	1	0	0	0	109	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10835 	지하수로E	20106	20106	4021	2	0	2	240000	1	0	0	0	7114	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10836 	지하수로E	20106	20106	4022	2	0	2	180000	1	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10837 	지하수로E	20106	20106	4023	2	0	2	180000	1	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10838 	지하수로E	20106	20106	4041	2	0	2	240000	1	0	0	0	7114	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10839 	지하수로E	20106	20106	4042	2	0	2	180000	1	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10840 	지하수로E	20106	20106	4043	2	0	2	180000	1	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10841 	지하수로E	20106	20106	4061	2	0	2	240000	1	0	0	0	7114	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10842 	지하수로E	20106	20106	4062	2	0	2	180000	1	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10843 	지하수로E	20106	20106	4063	2	0	2	180000	1	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10844 	지하수로E	20106	20106	4081	2	0	2	240000	1	0	0	0	7115	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10845 	지하수로E	20106	20106	4082	2	0	2	180000	1	0	0	0	115	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10846 	지하수로E	20106	20106	4083	2	0	2	180000	1	0	0	0	115	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10847 	캠프1																																																																																																																																																																																																																																																													
//	10848 	지하수로E	20106	20106	3001	2	0	2	600000	1	0	0	0	1505	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10849 	지하수로E	20106	20106	3002	2	0	2	500000	1	0	0	0	1503	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10850 	지하수로E	20106	20106	3003	2	0	2	500000	1	0	0	0	1503	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10851 	지하수로E	20106	20106	3004	2	0	2	300000	1	0	0	0	1502	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10852 	지하수로E	20106	20106	3005	2	0	2	300000	1	0	0	0	1502	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10853 	지하수로E	20106	20106	3006	2	0	2	300000	1	0	0	0	1502	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10854 	지하수로E	20106	20106	3007	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10855 	지하수로E	20106	20106	3008	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10856 	지하수로E	20106	20106	3009	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10857 	지하수로E	20106	20106	3010	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10858 	지하수로E	20106	20106	3011	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10859 	지하수로E	20106	20106	3012	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10860 	캠프2																																																																																																																																																																																																																																																													
//	10861 	지하수로E	20106	20106	3021	2	0	2	600000	1	0	0	0	1503	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10862 	지하수로E	20106	20106	3022	2	0	2	500000	1	0	0	0	1502	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10863 	지하수로E	20106	20106	3023	2	0	2	500000	1	0	0	0	1502	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10864 	지하수로E	20106	20106	3024	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10865 	지하수로E	20106	20106	3025	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10866 	지하수로E	20106	20106	3026	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10867 	캠프3																																																																																																																																																																																																																																																													
//	10868 	지하수로E	20106	20106	3041	2	0	2	600000	1	0	0	0	1503	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10869 	지하수로E	20106	20106	3042	2	0	2	500000	1	0	0	0	1502	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10870 	지하수로E	20106	20106	3043	2	0	2	500000	1	0	0	0	1502	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10871 	지하수로E	20106	20106	3044	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10872 	지하수로E	20106	20106	3045	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10873 	지하수로E	20106	20106	3046	2	0	2	300000	1	0	0	0	1501	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10874 	캠프4																																																																																																																																																																																																																																																													
//	10875 	지하수로E	20106	20106	3061	2	0	2	600000	1	0	0	0	1509	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10876 	지하수로E	20106	20106	3062	2	0	2	500000	1	0	0	0	1508	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10877 	지하수로E	20106	20106	3063	2	0	2	500000	1	0	0	0	1508	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10878 	지하수로E	20106	20106	3064	2	0	2	300000	1	0	0	0	1507	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10879 	지하수로E	20106	20106	3065	2	0	2	300000	1	0	0	0	1507	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10880 	지하수로E	20106	20106	3066	2	0	2	300000	1	0	0	0	1507	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10881 	지하수로E	20106	20106	3067	2	0	2	600000	1	0	0	0	1506	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10882 	지하수로E	20106	20106	3068	2	0	2	500000	1	0	0	0	1506	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10883 	지하수로E	20106	20106	3069	2	0	2	500000	1	0	0	0	1506	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10884 	지하수로E	20106	20106	3070	2	0	2	300000	1	0	0	0	1506	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10885 	지하수로E	20106	20106	3071	2	0	2	300000	1	0	0	0	1506	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10886 	지하수로E	20106	20106	3072	2	0	2	300000	1	0	0	0	1506	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10887 	캠프5																																																																																																																																																																																																																																																													
//	10888 	지하수로E	20106	20106	3081	2	0	2	600000	1	0	0	0	1513	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10889 	지하수로E	20106	20106	3082	2	0	2	500000	1	0	0	0	1512	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10890 	지하수로E	20106	20106	3083	2	0	2	500000	1	0	0	0	1512	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10891 	지하수로E	20106	20106	3084	2	0	2	300000	1	0	0	0	1511	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10892 	지하수로E	20106	20106	3085	2	0	2	300000	1	0	0	0	1511	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10893 	지하수로E	20106	20106	3086	2	0	2	300000	1	0	0	0	1511	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10894 	지하수로E	20106	20106	3087	2	0	2	600000	1	0	0	0	1510	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10895 	지하수로E	20106	20106	3088	2	0	2	500000	1	0	0	0	1510	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10896 	지하수로E	20106	20106	3089	2	0	2	500000	1	0	0	0	1510	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10897 	지하수로E	20106	20106	3090	2	0	2	300000	1	0	0	0	1510	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10898 	지하수로E	20106	20106	3091	2	0	2	300000	1	0	0	0	1510	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10899 	지하수로E	20106	20106	3092	2	0	2	300000	1	0	0	0	1510	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10900 	지하수로E	20106	20106	8888	2	0	2	1200000	1	0	0	0	2002	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10901 	지하수로E(AC오염된쥐)	20106	20106	7777	2	0	2	7200000	1	0	0	0	2006	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10902 	설원시작																																																																																																																																																																																																																																																													
//	10913 	설원영역A	20204	20204	1011	2	0	0	300000	1	10201	0	0	7141	1	181	2	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10952 	설원영역A	20204	20204	9999	2	0	0	900000	1	0	0	0	14031	1	14032	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10953 	필드보스몬스터	20204	20204	5001	2	0	2	14400000	1	0	0	0	2111	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10954 	필드보스몬스터	20204	20204	5002	2	0	2	12000000	1	0	0	0	2112	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10955 	필드보스몬스터	20204	20204	5003	2	0	2	12000000	1	0	0	0	2113	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10956 	설원영역1-1	20201	20201	1001	2	0	0	240000	1	0	0	0	144	1	148	1	151	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10957 	설원영역1-1	20201	20201	1001	2	0	0	300000	1	0	0	0	7144	1	7148	1	7151	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10958 	설원영역1-1	20201	20201	1001	2	0	0	300000	1	0	0	0	7158	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10959 	설원영역1-2	20201	20201	1002	2	0	0	300000	1	10211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10960 	설원영역1-2	20201	20201	1002	2	0	0	240000	1	0	0	0	145	2	149	1	152	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10961 	설원영역1-2	20201	20201	1002	2	0	0	240000	1	0	0	0	158	2	185	1	7185	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10962 	설원영역1-3	20201	20201	1003	2	0	0	300000	1	10212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10963 	설원영역1-3	20201	20201	1003	2	0	0	240000	1	0	0	0	149	2	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10964 	설원영역1-3	20201	20201	1003	2	0	0	240000	1	0	0	0	158	1	185	1	7185	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10965 	설원영역1-4	20201	20201	1004	2	0	0	300000	1	0	0	0	7150	1	7153	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10966 	설원영역1-4	20201	20201	1004	2	0	0	240000	1	0	0	0	150	2	153	2	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10967 	설원영역1-4	20201	20201	1004	2	0	0	300000	1	0	0	0	7158	1	185	1	7185	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10968 	설원영역1-5	20201	20201	1005	2	0	0	300000	1	10213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10969 	설원영역1-5	20201	20201	1005	2	0	0	240000	1	0	0	0	150	1	153	1	154	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10970 	설원영역1-5	20201	20201	1005	2	0	0	300000	1	0	0	0	7158	1	186	1	7186	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10971 	설원영역1-6	20201	20201	1006	2	0	0	240000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10972 	설원영역1-6	20201	20201	1006	2	0	0	240000	1	0	0	0	154	3	150	3	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10973 	설원영역1-6	20201	20201	1006	2	0	0	300000	1	0	0	0	7158	1	186	3	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10974 	설원영역1-7	20201	20201	1007	2	0	0	300000	1	10214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10975 	설원영역1-7	20201	20201	1007	2	0	0	240000	1	0	0	0	155	1	154	1	150	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10976 	설원영역1-7	20201	20201	1007	2	0	0	240000	1	0	0	0	186	1	7186	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10977 	설원영역1-8	20201	20201	1008	2	0	0	300000	1	10215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10978 	설원영역1-8	20201	20201	1008	2	0	0	240000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10979 	설원영역1-8	20201	20201	1008	2	0	0	240000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10980 	설원영역1-99	20201	20201	9999	2	0	0	900000	1	0	0	0	14033	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10981 	설원영역2-1	20202	20202	1001	2	0	0	300000	1	0	0	0	0	0	7187	1	187	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10982 	설원영역2-2	20202	20202	1001	2	0	0	240000	1	0	0	0	155	2	156	2	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10983 	설원영역2-3	20202	20202	1001	2	0	0	300000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10984 	설원영역2-4	20202	20202	1002	2	0	0	240000	1	10216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10985 	설원영역2-5	20202	20202	1002	2	0	0	240000	1	0	0	0	155	1	157	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10986 	설원영역2-6	20202	20202	1002	2	0	0	300000	1	0	0	0	7172	1	7187	1	187	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10987 	설원영역2-7	20202	20202	1003	2	0	0	300000	1	10217	0	0	0	0	7187	1	187	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10988 	설원영역2-8	20202	20202	1003	2	0	0	240000	1	0	0	0	157	3	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10989 	설원영역2-9	20202	20202	1003	2	0	0	600000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10990 	설원영역2-10	20202	20202	1004	2	0	0	300000	1	10218	0	0	0	0	7187	1	187	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10991 	설원영역2-11	20202	20202	1004	2	0	0	240000	1	0	0	0	158	1	157	1	161	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10992 	설원영역2-12	20202	20202	1004	2	0	0	300000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10993 	설원영역2-13	20202	20202	1005	2	0	0	300000	1	0	0	0	7158	1	7161	1	7172	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10994 	설원영역2-14	20202	20202	1005	2	0	0	240000	1	0	0	0	158	1	161	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10995 	설원영역2-15	20202	20202	1005	2	0	0	300000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10996 	설원영역2-16	20202	20202	1006	2	0	0	240000	1	10219	0	0	0	0	7187	1	187	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10997 	설원영역2-17	20202	20202	1006	2	0	0	240000	1	0	0	0	159	1	158	1	162	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10998 	설원영역2-24	20202	20202	1006	2	0	0	300000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	10999 	설원영역2-19	20202	20202	1007	2	0	0	300000	1	0	0	0	7159	1	7158	1	7162	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11000 	설원영역2-19	20202	20202	1007	2	0	0	240000	1	0	0	0	159	1	158	1	162	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11001 	설원영역2-19	20202	20202	1007	2	0	0	240000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11002 	설원영역2-19	20202	20202	1008	2	0	0	300000	1	10220	0	0	0	0	7187	1	187	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11003 	설원영역2-19	20202	20202	1008	2	0	0	240000	1	0	0	0	160	2	159	2	163	2	162	2	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11004 	설원영역2-19	20202	20202	1008	2	0	0	240000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11005 	설원영역2-19	20202	20202	1009	2	0	0	300000	1	10220	0	0	0	0	7187	1	187	1	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11006 	설원영역2-19	20202	20202	1009	2	0	0	240000	1	0	0	0	160	2	159	2	163	2	162	2	0	0	0	0	0	0																																																																																																																																																																																																																																				
//	11007 	설원영역2-19	20202	20202	1009	2	0	0	240000	1	0	0	0	7172	1	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																				
