	//Version	0.0.0.5				0.8.1.9																0.8.1.9																																																																							0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4												0.9.0.4	0.9.0.4	0.9.0.4	0.9.0.2	0.8.1.9			815	815	815	815						0.9.0.4	0.9.0.4	0.9.0.4	
	1936	정화의홀1	0	401340	109	1	0	0	0	0	0	401178	0	65389	65389	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1935	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40737	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4025	4025	4025	4025	4025	7323	0	0	7324	41060	0	0	0	
	1937	검은심장의에너지	0	401341	109	1	0	0	0	0	0	401178	0	65398	65398	56021	1	105	135	31	1	1	0	0	0	0	1936	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65416	0	4026	4026	4026	4026	4026	7325	0	0	7326	41061	0	0	0	
	1938	정화의홀2	0	401342	109	1	0	0	0	0	0	401178	0	65389	65402	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1936	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40737	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40737	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4027	4027	4027	4027	4027	7327	0	0	7328	41062	0	0	0	
	1939	동력부족	0	401343	109	1	0	0	0	0	0	401178	0	65402	65402	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1938	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40743	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4028	4028	4028	4028	4028	7329	0	0	7330	41063	0	0	0	
	1940	정화의홀3	0	401344	109	1	0	0	0	0	0	401178	0	65402	65388	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1939	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40739	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40739	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4029	4029	4029	4029	4029	7331	0	0	7332	41064	0	0	0	
	1941	정화의홀4	0	401345	109	1	0	0	0	0	0	401178	0	65388	65401	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1940	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4030	4030	4030	4030	4030	7333	0	0	7334	41065	0	0	0	
	//																																																																																0	0	0			0	0	0				0																				0																									
	1942	후속부대를위한전투1	1	401346	109	1	0	0	0	0	0	401178	0	65391	65391	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1935	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	111	0	3	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	0	0	0	0	0	0	0	0	0	0	4031	4031	4031	4031	4031	7335	0	0	7336	41066	0	0	0	
	1943	후속부대를위한전투2	1	401347	109	1	0	0	0	0	0	401178	0	65391	65391	56021	3	105	135	31	1	0	0	0	0	0	0	0	0	0	1942	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	114	0	3	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	0	0	0	0	0	0	0	0	0	0	4032	4032	4032	4032	4032	7337	0	0	7338	41067	0	0	0	
	1944	후속부대를위한전투3	1	401348	109	1	0	0	0	0	0	401178	0	65391	65391	56021	5	105	135	31	1	0	0	0	0	0	0	0	0	0	1943	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40740	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4033	4033	4033	4033	4033	7339	0	0	7340	41068	0	0	0	
	1945	정찰완료	1	401349	109	1	0	0	0	0	0	401178	0	65391	65388	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1944	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4034	4034	4034	4034	4034	7341	0	0	7342	41069	0	0	0	
	//1946	오크라마을	1	401179	105	1	0	0	0	0	0	401178	0	65097	65079	10004	1	105	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3864	3864	3864	3864	3864	7343	0	0	7344	41070	0	0	0	
//	//헬론의성서브1																																																																																																																																				41070부터				
	1947	이그니스의명령	0	401356	109	1	0	0	0	0	0	401178	0	65388	65097	10004	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1941	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40750	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40750	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	4035	4035	4035	4035	7345	7346	0	7347	41095	0	0	0	
	1948	늪지대정화협력	0	401357	109	1	0	0	0	0	0	401178	0	65097	65380	56001	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1947	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4036	4036	4036	4036	4036	7348	7349	0	7350	41096	0	0	0	
	1949	정화식물의효과_AC	0	401358	109	1	0	0	6	1	0	401178	0	65380	65380	56001	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1948	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40751	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20848	4037	4037	4037	4037	4037	7351	7352	0	7353	41097	0	0	0	
	1950	원로원의지령	0	401359	109	1	0	0	0	0	0	401178	0	65091	65427	27	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1947	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4038	4038	4038	4038	4038	7354	7355	0	7356	41098	0	0	0	
	1951	미션오염된성소(파티권장)_AC	0	401360	109	1	0	0	6	1	0	401178	0	65427	65091	10004	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1950	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4039	4039	4039	4039	4039	7357	7358	0	7359	41099	0	0	0	
	1952	(재도전)미션오염된성소(파티권장)	0	401361	109	1	0	0	0	0	0	401178	0	65427	65091	10004	0	105	135	31	1	0	0	0	0	0	0	0	0	0	1951	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4040	4040	4040	4040	4040	7360	7361	0	7362	41100	0	0	0	
	1953	우호의증거	0	401362	109	1	0	0	0	0	0	401178	0	65091	65401	56021	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1951	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40752	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40752	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4041	4041	4041	4041	4041	7363	7364	0	7365	41101	0	0	0	
	1954	더러운힘의정화1_몬스터소환_AC	0	401363	109	1	0	0	6	1	0	401178	0	65401	65401	56021	1	105	135	31	1	1	0	0	0	0	0	0	0	0	1953	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56021	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65432	0	4042	4042	4042	4042	4042	7366	7367	0	7368	41102	0	0	0	
	1955	더러운힘의정화2	0	401364	109	1	0	0	0	0	0	401178	0	65401	65097	10004	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1954	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4043	4043	4043	4043	4043	7369	7370	0	7371	41103	0	0	0	
	1956	변이된유물의힘	0	401365	109	1	0	0	6	1	0	401178	0	65376	65376	56001	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1947	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40754	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20849	4044	4044	4044	4044	4044	7372	7373	0	7374	41104	0	0	0	
	1957	유물의힘을모아라	0	401366	109	1	0	0	0	0	0	401178	0	65376	65376	56001	0	105	135	31	1	0	0	0	0	0	0	0	0	0	1956	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40754	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20849	4045	4045	4045	4045	4045	7375	7376	0	7377	41105	0	0	0	
	1958	묘족의유골	0	401367	109	1	0	0	0	0	0	401178	0	65376	65376	56001	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1956	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40756	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20850	4046	4046	4046	4046	4046	7378	7379	0	7380	41106	0	0	0	
	1959	변이된유물의수호자	0	401368	109	1	0	0	6	1	0	401178	0	65375	65375	56001	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1947	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40759	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20851	4047	4047	4047	4047	4047	7381	7382	0	7383	41107	0	0	0	
	1960	오염된유물의힘	0	401369	109	1	0	0	0	0	0	401178	0	65375	65096	10004	1	105	135	31	1	0	0	0	0	0	0	0	0	0	1959	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40760	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40760	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4048	4048	4048	4048	4048	7384	7385	0	7386	41108	0	0	0	
//	헬론의성지하층																																																																																																																																								
	1961	소탕작전	1	401370	116	1	0	0	0	0	0	401178	0	65476	65476	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1962	1963	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20858	4049	4049	4049	4049	4049	7387	7388	0	7389	41115	0	0	0	
	1962	성지기괴물1	1	401371	116	1	0	0	0	0	0	401178	0	65434	65434	56041	1	112	135	31	1	0	0	0	0	0	1961	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1817	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	56041	56041	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	4050	4050	4050	4050	4050	7390	7391	0	7392	41116	0	0	0	
	1963	성지기괴물2	1	401372	116	1	0	0	0	0	0	401178	0	65434	65434	56041	1	112	135	31	1	0	0	0	0	0	1961	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1819	0	0	1820	0	0	0	0	0	0	0	0	0	0	0	56041	56041	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	4051	4051	4051	4051	4051	7393	7394	0	7395	41117	0	0	0	
	1964	소탕작전2	1	401373	116	1	0	0	0	0	0	401178	0	65476	65476	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	1961	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1965	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20859	4052	4052	4052	4052	4052	7396	7397	0	7398	41118	0	0	0	
	1965	헬론의전사	1	401374	116	1	0	0	0	0	0	401178	0	65434	65434	56041	1	112	135	31	1	0	0	0	0	0	1964	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1821	0	0	1822	0	0	1823	0	0	1824	0	0	0	0	0	56041	56041	56041	56041	0	15	6	3	2	0	0	0	0	0	0	0	0	4053	4053	4053	4053	4053	7399	7400	0	7401	41119	0	0	0	
//	1966	헬론의전사2	1	401375	116	1	0	0	0	0	0	401178	0	65434	65434	56041	1	112	135	31	1	0	0	0	0	0	1964	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1823	0	0	1824	0	0	0	0	0	0	0	0	0	0	0	56041	56041	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	4054	4054	4054	4054	4054	7402	7403	0	7404	41120	0	0	0	
	1967	소탕작전3	1	401376	116	1	0	0	0	0	0	401178	0	65476	65476	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	1964	1987	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1968	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20860	4055	4055	4055	4055	4055	7405	7406	0	7407	41121	0	0	0	
	1968	헬론의수급	1	401377	116	1	0	0	0	0	0	401178	0	65434	65434	56041	1	112	135	31	1	0	0	0	0	0	1967	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40770	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4056	4056	4056	4056	4056	7408	7409	0	7410	41122	0	0	0	
	1969	소탕작전4	1	401378	116	1	0	0	0	0	0	401178	0	65476	65476	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	1967	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4057	4057	4057	4057	4057	7411	7412	0	7413	41123	0	0	0	
	1970	헬론의말살	1	401379	116	1	0	0	0	0	0	401178	0	65434	65434	56041	1	112	135	31	1	0	0	0	0	0	1969	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40770	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4058	4058	4058	4058	4058	7414	7415	0	7416	41124	0	0	0	
	1971	소탕작전5	1	401380	116	1	0	0	0	0	0	401178	0	65476	65476	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	1969	1994	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1972	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20861	4059	4059	4059	4059	4059	7417	7418	0	7419	41125	0	0	0	
	1972	살아있는모든것들	1	401381	116	1	0	0	0	0	0	401178	0	65434	65434	56041	1	112	135	31	1	0	0	0	0	0	1971	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40770	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4060	4060	4060	4060	4060	7420	7421	0	7422	41126	0	0	0	
	1973	악령의존재	1	401382	116	1	0	0	0	0	0	401178	0	65435	65436	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	1961	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4061	4061	4061	4061	4061	7423	7424	0	7425	41127	0	0	0	
	1974	살아있는시체들	1	401383	116	1	0	0	0	0	0	401178	0	65436	65436	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	1973	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1975	1976	1977	1978	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20862	4062	4062	4062	4062	4062	7426	7427	0	7428	41128	0	0	0	
	1975	실험체NO.332	1	401384	116	1	0	0	0	0	0	401178	0	65437	65437	56041	1	112	135	31	1	1	0	0	0	0	1974	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65455	0	4063	4063	4063	4063	4063	7429	7430	0	7431	41129	0	0	0	
	1976	실험체NO.333	1	401385	116	1	0	0	0	0	0	401178	0	65438	65438	56041	1	112	135	31	1	1	0	0	0	0	1974	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65456	0	4064	4064	4064	4064	4064	7432	7433	0	7434	41130	0	0	0	
	1977	실험체NO.334	1	401386	116	1	0	0	0	0	0	401178	0	65439	65439	56041	1	112	135	31	1	0	0	0	0	0	1974	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40771	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4065	4065	4065	4065	4065	7435	7436	0	7437	41131	0	0	0	
	1978	실험체NO.335	1	401387	116	1	0	0	0	0	0	401178	0	65440	65440	56041	1	112	135	31	1	0	0	0	0	0	1974	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40772	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4066	4066	4066	4066	4066	7438	7439	0	7440	41132	0	0	0	
	1979	살아있는시체들2	1	401388	116	1	0	0	0	0	0	401178	0	65436	65436	56041	1	112	135	31	1	0	0	0	0	0	0	0	0	0	1974	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1980	1981	1982	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20863	4067	4067	4067	4067	4067	7441	7442	0	7443	41133	0	0	0	
	1980	실험체NO.7000	1	401389	116	1	0	0	0	0	0	401178	0	65441	65441	56041	1	112	135	31	1	0	0	0	0	0	1979	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40773	0	0	0	0	2	0	0	0	0	0	65457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56041	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4068	4068	4068	4068	4068	7444	7445	0	7446	41134	0	0	0	
	1981	실험체NO.7672	1	401390	116	1	0	0	0	0	0	401178	0	65442	65442	56041	1	112	135	31	1	0	0	0	0	0	1979	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40774	0	0	0	0	2	0	0	0	0	0	65458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56041	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4069	4069	4069	4069	4069	7447	7448	0	7449	41135	0	0	0	
